Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"38.8893, -77.0502",5/9/20 12:00,47,47,47,41.2,,0,0,0,13.5,328,28,9.9,85.5,33.82,Overcast
"38.8893, -77.0502",5/9/20 13:00,49.7,49.7,49.7,43.8,,0,0,0,17.1,318,30.4,9.9,84.1,31.56,Overcast
"38.8893, -77.0502",5/9/20 14:00,49.9,49.9,49.9,43.6,,0,0,0,19.2,263,31.3,9.9,83.9,32.64,Overcast
"38.8893, -77.0502",5/9/20 15:00,51,51,51,,,0,0,0,20.5,284,32,9.9,67.2,34.32,Partially cloudy
"38.8893, -77.0502",5/9/20 16:00,50.1,50.1,50.1,,,0,0,0,17.5,290,33.6,9.9,68.5,32.62,Partially cloudy
"38.8893, -77.0502",5/9/20 17:00,48.9,48.9,48.9,42.5,,0,0,0,18.4,291,31.6,9.9,69.8,34.15,Partially cloudy
"38.8893, -77.0502",5/9/20 18:00,51.1,51.1,51.1,,,0,0,0,23.2,283,34,9.9,50.1,29.27,Partially cloudy
"38.8893, -77.0502",5/9/20 19:00,49.9,49.9,49.9,44.2,,0,0,0,16.1,309,30.8,9.9,51.6,30.25,Partially cloudy
"38.8893, -77.0502",5/9/20 20:00,47.8,47.8,47.8,41.2,,0,0,0,17.9,320,25.1,9.9,48.5,30.04,Partially cloudy
"38.8893, -77.0502",5/9/20 21:00,44.8,44.8,44.8,39.1,,0,0,0,11.4,310,,9.9,25,35.38,Clear
"38.8893, -77.0502",5/9/20 22:00,44.6,44.6,44.6,,,0,0,0,0.5,350,,9.9,0,35.98,Clear
"38.8893, -77.0502",5/9/20 23:00,41.4,41.4,41.4,37.9,,0,0,0,5.4,244,,9.9,0,52.23,Clear
"38.8893, -77.0502",5/10/20 0:00,39.1,39.1,39.1,35.1,,0,0,0,5.4,196,,9.9,0,55.31,Clear
"38.8893, -77.0502",5/10/20 1:00,38.4,38.4,38.4,33.5,,0,0,0,6.6,241,,9.9,0,58.56,Clear
"38.8893, -77.0502",5/10/20 2:00,38.4,38.4,38.4,34.1,,0,0,0,5.6,234,,9.9,0,56.63,Clear
"38.8893, -77.0502",5/10/20 3:00,37.5,37.5,37.5,33.9,,0,0,0,4.6,205,,9.9,0,63.09,Clear
"38.8893, -77.0502",5/10/20 4:00,38.4,38.4,38.4,34.1,,0,0,0,5.6,215,,9.9,0,58.88,Clear
"38.8893, -77.0502",5/10/20 5:00,38.4,38.4,38.4,34.9,,0,0,0,4.6,196,,9.9,0,61.11,Clear
"38.8893, -77.0502",5/10/20 6:00,38.3,38.3,38.3,32.2,,0,0,0,8.5,187,,9.9,24.5,61.34,Clear
"38.8893, -77.0502",5/10/20 7:00,39.2,39.2,39.2,33.9,,0,0,0,7.5,186,,9.9,50.3,61.63,Partially cloudy
"38.8893, -77.0502",5/10/20 8:00,44.8,44.8,44.8,40.5,,0,0,0,7.8,196,,9.9,79.4,54.23,Overcast
"38.8893, -77.0502",5/10/20 9:00,51.1,51.1,51.1,,,0,0,0,9.1,228,,9.9,44.6,40.79,Partially cloudy
"38.8893, -77.0502",5/10/20 10:00,55.8,55.8,55.8,,,0,0,0,12.6,241,24.2,9.9,44.6,34.08,Partially cloudy
"38.8893, -77.0502",5/10/20 11:00,56.9,56.9,56.9,,,0,0,0,13.4,209,,9.9,24.5,30.5,Clear
"38.8893, -77.0502",5/10/20 12:00,60,60,60,,,0,0,0,10.3,228,16.3,9.9,24.5,28.17,Clear
"38.8893, -77.0502",5/10/20 13:00,60.9,60.9,60.9,,,0,0,0,14.4,176,,9.9,26.3,32.83,Partially cloudy
"38.8893, -77.0502",5/10/20 14:00,61.9,61.9,61.9,,,0,0,0,16.4,177,18.3,9.9,24.5,31.68,Clear
"38.8893, -77.0502",5/10/20 15:00,62.9,62.9,62.9,,,0,0,0,18.9,179,24.5,9.9,24.5,29.48,Clear
"38.8893, -77.0502",5/10/20 16:00,64,64,64,,,0,0,0,17.8,189,24.8,9.9,24.5,29.62,Clear
"38.8893, -77.0502",5/10/20 17:00,64.1,64.1,64.1,,,0,0,0,14.8,189,22.9,9.9,24.5,29.76,Clear
"38.8893, -77.0502",5/10/20 18:00,64.9,64.9,64.9,,,0,0,0,10.4,208,19.6,9.9,24.5,28.82,Clear
"38.8893, -77.0502",5/10/20 19:00,64,64,64,,,0,0,0,12.2,217,21.9,9.9,24.5,28.64,Clear
"38.8893, -77.0502",5/10/20 20:00,60.9,60.9,60.9,,,0,0,0,9.8,187,,9.9,24.5,40.38,Clear
"38.8893, -77.0502",5/10/20 21:00,57.4,57.4,57.4,,,0,0,0,7.6,165,,9.9,24.5,52.9,Clear
"38.8893, -77.0502",5/10/20 22:00,55.4,55.4,55.4,,,0,0,0,8.7,226,,9.9,0,54.8,Clear
"38.8893, -77.0502",5/10/20 23:00,55.3,55.3,55.3,,,0,0,0,8.6,217,,9.9,24.5,55.31,Clear
"38.8893, -77.0502",5/11/20 0:00,54.3,54.3,54.3,,,0,0,0,9.8,176,,9.9,33.1,62.41,Partially cloudy
"38.8893, -77.0502",5/11/20 1:00,53.3,53.3,53.3,,,0,0,0,7.9,194,,9.9,79.4,66.8,Overcast
"38.8893, -77.0502",5/11/20 2:00,50.8,50.8,50.8,,,0,0,0,7.7,203,,9.9,79.4,71.01,Overcast
"38.8893, -77.0502",5/11/20 3:00,52.5,52.5,52.5,,,0,0,0,4.6,267,,9.9,46.7,61.75,Partially cloudy
"38.8893, -77.0502",5/11/20 4:00,51.5,51.5,51.5,,,0,0,0,3.8,276,,9.9,80.5,69.87,Overcast
"38.8893, -77.0502",5/11/20 5:00,51.9,51.9,51.9,,,0,0,0,3.1,351,,9.9,56.3,71.57,Partially cloudy
"38.8893, -77.0502",5/11/20 6:00,51,51,51,,,0.02,0,0,0.3,350,,9.9,94.9,79.37,"Rain, Overcast"
"38.8893, -77.0502",5/11/20 7:00,51.7,51.7,51.7,,,0,0,0,5.6,316,,9.9,84.9,81.1,Overcast
"38.8893, -77.0502",5/11/20 8:00,53.8,53.8,53.8,,,0,0,0,4.5,292,,9.9,53.2,75.18,Partially cloudy
"38.8893, -77.0502",5/11/20 9:00,56.6,56.6,56.6,,,0,0,0,11.1,291,20.8,9.9,52.1,62.64,Partially cloudy
"38.8893, -77.0502",5/11/20 10:00,57,57,57,,,0,0,0,15.5,281,27.7,9.9,53.9,43.29,Partially cloudy
"38.8893, -77.0502",5/11/20 11:00,57.3,57.3,57.3,,,0,0,0,14,290,22.1,9.9,81.2,42.75,Overcast
"38.8893, -77.0502",5/11/20 12:00,60,60,60,,,0,0,0,16.1,298,23.4,9.9,58.6,37.28,Partially cloudy
"38.8893, -77.0502",5/11/20 13:00,61.8,61.8,61.8,,,0,0,0,15.1,290,26.1,9.9,57,36.3,Partially cloudy
"38.8893, -77.0502",5/11/20 14:00,60.1,60.1,60.1,,,0,0,0,13.1,281,25.5,9.9,57.4,38.76,Partially cloudy
"38.8893, -77.0502",5/11/20 15:00,61,61,61,,,0,0,0,20.9,309,32.2,9.9,86.9,37.46,Overcast
"38.8893, -77.0502",5/11/20 16:00,58,58,58,,,0,0,0,18.5,291,33.2,9.9,86.4,37.19,Overcast
"38.8893, -77.0502",5/11/20 17:00,57.7,57.7,57.7,,,0,0,0,24.2,301,35.1,9.9,86.4,35.83,Overcast
"38.8893, -77.0502",5/11/20 18:00,56,56,56,,,0,0,0,20.9,290,33.3,9.9,86.4,39.58,Overcast
"38.8893, -77.0502",5/11/20 19:00,55.8,55.8,55.8,,,0,0,0,20.8,300,35.1,9.9,89.7,38.26,Overcast
"38.8893, -77.0502",5/11/20 20:00,53,53,53,,,0,0,0,18.5,290,29.5,9.9,89.4,44.32,Overcast
"38.8893, -77.0502",5/11/20 21:00,51,51,51,,,0,0,0,14.6,300,32.1,9.9,100,47.86,Overcast
"38.8893, -77.0502",5/11/20 22:00,48.8,48.8,48.8,44.2,,0,0,0,11.1,291,24.3,9.9,89.4,49.4,Overcast
"38.8893, -77.0502",5/11/20 23:00,48.7,48.7,48.7,43.9,,0,0,0,11.9,300,19.7,9.9,99.5,47.88,Overcast
"38.8893, -77.0502",5/12/20 0:00,48.6,48.6,48.6,43,,0,0,0,14.4,282,20.8,9.9,86,48.11,Overcast
"38.8893, -77.0502",5/12/20 1:00,47.8,47.8,47.8,43.2,,0,0,0,10.2,291,,9.9,90.3,51.46,Overcast
"38.8893, -77.0502",5/12/20 2:00,46.9,46.9,46.9,42.9,,0,0,0,8.1,263,,9.9,90.7,55.47,Overcast
"38.8893, -77.0502",5/12/20 3:00,46.8,46.8,46.8,41.7,,0,0,0,11.1,307,,9.9,87.6,53.51,Overcast
"38.8893, -77.0502",5/12/20 4:00,44.9,44.9,44.9,41,,0,0,0,7,281,,9.9,25.6,59.69,Partially cloudy
"38.8893, -77.0502",5/12/20 5:00,43.8,43.8,43.8,38.9,,0,0,0,8.7,289,,9.9,24.5,62.78,Clear
"38.8893, -77.0502",5/12/20 6:00,43.7,43.7,43.7,40.4,,0,0,0,5.6,291,,9.9,79.4,60.38,Overcast
"38.8893, -77.0502",5/12/20 7:00,44.7,44.7,44.7,40.4,,0,0,0,8,291,,9.9,88.1,60.6,Overcast
"38.8893, -77.0502",5/12/20 8:00,47.7,47.7,47.7,43.2,,0,0,0,10,299,,9.9,90.2,54.12,Overcast
"38.8893, -77.0502",5/12/20 9:00,49.9,49.9,49.9,45.8,,0,0,0,10.4,299,,9.9,86.4,51.95,Overcast
"38.8893, -77.0502",5/12/20 10:00,53,53,53,,,0,0,0,15.1,317,23,9.9,81.5,44.46,Overcast
"38.8893, -77.0502",5/12/20 11:00,53.8,53.8,53.8,,,0,0,0,11.5,308,19.7,9.9,86.9,42.83,Overcast
"38.8893, -77.0502",5/12/20 12:00,55,55,55,,,0,0,0,13.9,308,22.8,9.9,88.1,41.01,Overcast
"38.8893, -77.0502",5/12/20 13:00,57.6,57.6,57.6,,,0,0,0,14.8,283,28.6,9.9,86.8,35.73,Overcast
"38.8893, -77.0502",5/12/20 14:00,60,60,60,,,0,0,0,16.4,317,27.8,9.9,48.4,32.91,Partially cloudy
"38.8893, -77.0502",5/12/20 15:00,60.9,60.9,60.9,,,0,0,0,14.9,280,28.4,9.9,47.2,30.69,Partially cloudy
"38.8893, -77.0502",5/12/20 16:00,61.9,61.9,61.9,,,0,0,0,14.9,271,25,9.9,53.2,29.49,Partially cloudy
"38.8893, -77.0502",5/12/20 17:00,62.8,62.8,62.8,,,0,0,0,13.8,319,20,9.9,82.9,26.58,Overcast
"38.8893, -77.0502",5/12/20 18:00,62,62,62,,,0,0,0,13.8,289,24.4,9.9,45.8,24.28,Partially cloudy
"38.8893, -77.0502",5/12/20 19:00,61.9,61.9,61.9,,,0,0,0,13,273,24,9.9,24.5,23.47,Clear
"38.8893, -77.0502",5/12/20 20:00,60,60,60,,,0,0,0,11.4,308,,9.9,44.6,25.97,Partially cloudy
"38.8893, -77.0502",5/12/20 21:00,55.8,55.8,55.8,,,0,0,0,6.6,329,,9.9,24.5,32.98,Clear
"38.8893, -77.0502",5/12/20 22:00,55.1,55.1,55.1,,,0,0,0,5.2,322,,9.9,24.5,33.06,Clear
"38.8893, -77.0502",5/12/20 23:00,52.1,52.1,52.1,,,0,0,0,5.5,281,,9.9,24.5,40.25,Clear
"38.8893, -77.0502",5/13/20 0:00,50.9,50.9,50.9,,,0,0,0,0.7,351,,9.9,24.5,47.54,Clear
"38.8893, -77.0502",5/13/20 1:00,51.8,51.8,51.8,,,0,0,0,0.6,351,,9.9,24.5,49.13,Clear
"38.8893, -77.0502",5/13/20 2:00,49.8,49.8,49.8,48.1,,0,0,0,4.7,292,,9.9,24.5,44.32,Clear
"38.8893, -77.0502",5/13/20 3:00,48.5,48.5,48.5,46.6,,0,0,0,4.7,311,,9.9,0,45.15,Clear
"38.8893, -77.0502",5/13/20 4:00,44.9,44.9,44.9,42.6,,0,0,0,4.5,329,,9.9,0,73.69,Clear
"38.8893, -77.0502",5/13/20 5:00,45.2,45.2,45.2,,,0,0,0,0,0,,9.9,0,66.69,Clear
"38.8893, -77.0502",5/13/20 6:00,46,46,46,44.1,,0,0,0,4.2,209,,9.9,24.5,69.45,Clear
"38.8893, -77.0502",5/13/20 7:00,46.1,46.1,46.1,,,0,0,0,3,228,,9.9,33.1,69.96,Partially cloudy
"38.8893, -77.0502",5/13/20 8:00,50,50,50,,,0,0,0,4.6,147,,9.9,44.6,72.3,Partially cloudy
"38.8893, -77.0502",5/13/20 9:00,53.5,53.5,53.5,,,0,0,0,5.6,179,,9.9,44.6,60.15,Partially cloudy
"38.8893, -77.0502",5/13/20 10:00,58.2,58.2,58.2,,,0,0,0,6.8,155,,9.9,24.5,48.62,Clear
"38.8893, -77.0502",5/13/20 11:00,64.1,64.1,64.1,,,0,0,0,10.2,264,17.2,9.9,24.5,28.69,Clear
"38.8893, -77.0502",5/13/20 12:00,65.8,65.8,65.8,,,0,0,0,10.3,222,19.8,9.9,26.3,29.07,Partially cloudy
"38.8893, -77.0502",5/13/20 13:00,66.7,66.7,66.7,,,0,0,0,5.2,262,,9.9,47.4,26.04,Partially cloudy
"38.8893, -77.0502",5/13/20 14:00,67.9,67.9,67.9,,,0,0,0,10.2,262,17.2,9.9,46.4,24.95,Partially cloudy
"38.8893, -77.0502",5/13/20 15:00,67.9,67.9,67.9,,,0,0,0,6,238,18.3,9.9,35.6,24.21,Partially cloudy
"38.8893, -77.0502",5/13/20 16:00,69.1,69.1,69.1,,,0,0,0,7.8,199,19.7,9.9,24.5,23.97,Clear
"38.8893, -77.0502",5/13/20 17:00,70,70,70,,,0,0,0,6.8,230,,9.9,46.4,25.32,Partially cloudy
"38.8893, -77.0502",5/13/20 18:00,69.1,69.1,69.1,,,0,0,0,8,178,,9.9,44.6,25,Partially cloudy
"38.8893, -77.0502",5/13/20 19:00,66.9,66.9,66.9,,,0,0,0,9,174,,9.9,44.6,33.5,Partially cloudy
"38.8893, -77.0502",5/13/20 20:00,62.2,62.2,62.2,,,0,0,0,8.7,181,,9.9,24.5,49.31,Clear
"38.8893, -77.0502",5/13/20 21:00,59.7,59.7,59.7,,,0,0,0,7.4,186,,9.9,24.5,55.05,Clear
"38.8893, -77.0502",5/13/20 22:00,58.3,58.3,58.3,,,0,0,0,7.6,176,,9.9,24.5,53.98,Clear
"38.8893, -77.0502",5/13/20 23:00,55.5,55.5,55.5,,,0,0,0,7.6,203,,9.9,24.5,57.73,Clear
"38.8893, -77.0502",5/14/20 0:00,55.4,55.4,55.4,,,0,0,0,4.7,194,,9.9,24.5,64.78,Clear
"38.8893, -77.0502",5/14/20 1:00,52.6,52.6,52.6,,,0,0,0,5.6,211,,9.9,44.6,71.88,Partially cloudy
"38.8893, -77.0502",5/14/20 2:00,52.3,52.3,52.3,,,0,0,0,6.5,202,,9.9,44.6,72.58,Partially cloudy
"38.8893, -77.0502",5/14/20 3:00,52.3,52.3,52.3,,,0,0,0,3.3,231,,9.9,24.5,74.92,Clear
"38.8893, -77.0502",5/14/20 4:00,51.4,51.4,51.4,,,0,0,0,0.2,341,,9.9,33.1,77.67,Partially cloudy
"38.8893, -77.0502",5/14/20 5:00,51.5,51.5,51.5,,,0,0,0,0,0,,9.9,66,75.31,Partially cloudy
"38.8893, -77.0502",5/14/20 6:00,51.6,51.6,51.6,,,0,0,0,0,0,,9.9,90.2,80.76,Overcast
"38.8893, -77.0502",5/14/20 7:00,52.7,52.7,52.7,,,0,0,0,0,0,,9.9,60.3,78.27,Partially cloudy
"38.8893, -77.0502",5/14/20 8:00,55.7,55.7,55.7,,,0,0,0,0.2,14,,9.9,69.3,72.79,Partially cloudy
"38.8893, -77.0502",5/14/20 9:00,59.1,59.1,59.1,,,0,0,0,9.1,163,,9.9,83.1,67.84,Overcast
"38.8893, -77.0502",5/14/20 10:00,60.3,60.3,60.3,,,0,0,0,9.1,180,,9.9,93.7,63.33,Overcast
"38.8893, -77.0502",5/14/20 11:00,61,61,61,,,0,0,0,7.9,171,,9.9,99.6,66.36,Overcast
"38.8893, -77.0502",5/14/20 12:00,64.2,64.2,64.2,,,0,0,0,6,177,,9.9,61.6,59.9,Partially cloudy
"38.8893, -77.0502",5/14/20 13:00,65.2,65.2,65.2,,,0,0,0,11.6,181,19.7,9.9,60.7,62,Partially cloudy
"38.8893, -77.0502",5/14/20 14:00,66.9,66.9,66.9,,,0,0,0,12.2,182,,9.9,62.9,56.89,Partially cloudy
"38.8893, -77.0502",5/14/20 15:00,69.2,69.2,69.2,,,0,0,0,8.3,182,,9.9,87.3,57.82,Overcast
"38.8893, -77.0502",5/14/20 16:00,66.1,66.1,66.1,,,0.01,0,0,8.1,192,,8.8,89.9,71.19,"Rain, Overcast"
"38.8893, -77.0502",5/14/20 17:00,68.1,68.1,68.1,,,0,0,0,8,170,,9.9,54.3,64.78,Partially cloudy
"38.8893, -77.0502",5/14/20 18:00,69.2,69.2,69.2,,,0,0,0,5.7,185,,9.9,54.7,60.78,Partially cloudy
"38.8893, -77.0502",5/14/20 19:00,70.1,70.1,70.1,,,0,0,0,4.5,164,,9.9,45.8,60.74,Partially cloudy
"38.8893, -77.0502",5/14/20 20:00,69,69,69,,,0,0,0,3.2,215,,9.9,33.1,61.51,Partially cloudy
"38.8893, -77.0502",5/14/20 21:00,68.6,68.6,68.6,,,0,0,0,0,0,,9.9,57.3,62.2,Partially cloudy
"38.8893, -77.0502",5/14/20 22:00,65.6,65.6,65.6,,,0,0,0,0.3,19,,9.9,73.1,71.59,Partially cloudy
"38.8893, -77.0502",5/14/20 23:00,63,63,63,,,0.01,0,0,7.2,197,,8.8,86.8,86.64,"Rain, Overcast"
"38.8893, -77.0502",5/15/20 0:00,64.2,64.2,64.2,,,0,0,0,10.9,185,,9.9,87.8,86.71,Overcast
"38.8893, -77.0502",5/15/20 1:00,63,63,63,,,0,0,0,9.9,186,,9.9,82.3,90.07,Overcast
"38.8893, -77.0502",5/15/20 2:00,63,63,63,,,0,0,0,9.9,186,,9.9,54.8,90.21,Partially cloudy
"38.8893, -77.0502",5/15/20 3:00,62.1,62.1,62.1,,,0,0,0,7.9,186,,9.9,79.4,92.78,Overcast
"38.8893, -77.0502",5/15/20 4:00,63,63,63,,,0,0,0,8.9,186,,9.8,63,89.92,Partially cloudy
"38.8893, -77.0502",5/15/20 5:00,63.1,63.1,63.1,,,0,0,0,9.1,183,,9.9,96.2,86.23,Overcast
"38.8893, -77.0502",5/15/20 6:00,64.2,64.2,64.2,,,0,0,0,8,193,,9.9,88.9,86.32,Overcast
"38.8893, -77.0502",5/15/20 7:00,63,63,63,,,0,0,0,5.8,196,,9.9,61.8,86.64,Partially cloudy
"38.8893, -77.0502",5/15/20 8:00,66.1,66.1,66.1,,,0,0,0,9,202,,9.9,63,83.51,Partially cloudy
"38.8893, -77.0502",5/15/20 9:00,68.4,68.4,68.4,,,0,0,0,8,184,,9.9,50.3,77.46,Partially cloudy
"38.8893, -77.0502",5/15/20 10:00,70.6,70.6,70.6,,,0,0,0,14.4,175,,9.9,50.3,74.31,Partially cloudy
"38.8893, -77.0502",5/15/20 11:00,73.5,73.5,73.5,,,0,0,0,11.1,182,,9.9,91.7,69.35,Overcast
"38.8893, -77.0502",5/15/20 12:00,76.2,76.2,76.2,,,0,0,0,13.3,174,,9.9,83.1,63.38,Overcast
"38.8893, -77.0502",5/15/20 13:00,77.6,77.6,77.6,,,0,0,0,15.5,175,,9.9,81.2,60,Overcast
"38.8893, -77.0502",5/15/20 14:00,80.4,80.4,80.4,,81.5,0,0,0,12.4,180,,9.9,26.3,53.58,Partially cloudy
"38.8893, -77.0502",5/15/20 15:00,84.7,84.7,84.7,,84.1,0,0,0,13.7,189,21.7,9.9,24.5,40.55,Clear
"38.8893, -77.0502",5/15/20 16:00,84,84,84,,84,0,0,0,18,181,16.1,9.9,24.5,44.47,Clear
"38.8893, -77.0502",5/15/20 17:00,84.8,84.8,84.8,,83.9,0,0,0,16.9,199,27.7,9.9,24.5,38.48,Clear
"38.8893, -77.0502",5/15/20 18:00,84.7,84.7,84.7,,83.6,0,0,0,20.1,191,29.4,9.9,24.5,37.41,Clear
"38.8893, -77.0502",5/15/20 19:00,83.8,83.8,83.8,,82.7,0,0,0,17.3,201,19.7,9.9,0,37.31,Clear
"38.8893, -77.0502",5/15/20 20:00,81.9,81.9,81.9,,81.2,0,0,0,14.6,199,23,9.9,24.5,38.21,Clear
"38.8893, -77.0502",5/15/20 21:00,78.9,78.9,78.9,,,0,0,0,13.5,199,,9.9,24.5,45.27,Clear
"38.8893, -77.0502",5/15/20 22:00,76.9,76.9,76.9,,,0,0,0,12.5,199,,9.9,24.5,50.12,Clear
"38.8893, -77.0502",5/15/20 23:00,76.6,76.6,76.6,,,0,0,0,12.1,213,,9.9,46.4,52.15,Partially cloudy
"38.8893, -77.0502",5/16/20 0:00,74,74,74,,,0,0,0,11,210,,9.9,51.6,59.21,Partially cloudy
"38.8893, -77.0502",5/16/20 1:00,70.3,70.3,70.3,,,0,0,0,8.9,192,,9.9,84.9,69.72,Overcast
"38.8893, -77.0502",5/16/20 2:00,70.2,70.2,70.2,,,0,0,0,6.6,195,,9.9,89,69.81,Overcast
"38.8893, -77.0502",5/16/20 3:00,70,70,70,,,0,0,0,4.8,214,,9.9,85.5,67.91,Overcast
"38.8893, -77.0502",5/16/20 4:00,68,68,68,,,0,0,0,8.7,194,,9.9,50.1,75.68,Partially cloudy
"38.8893, -77.0502",5/16/20 5:00,66.6,66.6,66.6,,,0,0,0,8.7,185,,9.9,50,79.14,Partially cloudy
"38.8893, -77.0502",5/16/20 6:00,65.8,65.8,65.8,,,0,0,0,4.7,197,,9.9,48.5,78.37,Partially cloudy
"38.8893, -77.0502",5/16/20 7:00,67.7,67.7,67.7,,,0,0,0,3.4,188,,9.9,44.6,78.43,Partially cloudy
"38.8893, -77.0502",5/16/20 8:00,73.8,73.8,73.8,,,0,0,0,11,337,17.2,9.9,33.1,62.28,Partially cloudy
"38.8893, -77.0502",5/16/20 9:00,74,74,74,,,0,0,0,12.6,17,17.2,9.9,34.9,62.06,Partially cloudy
"38.8893, -77.0502",5/16/20 10:00,75,75,75,,,0,0,0,12.5,349,,9.9,65.1,60.03,Partially cloudy
"38.8893, -77.0502",5/16/20 11:00,77.9,77.9,77.9,,,0,0,0,9.1,331,,9.9,67.2,55.87,Partially cloudy
"38.8893, -77.0502",5/16/20 12:00,78.9,78.9,78.9,,,0,0,0,9,332,18.3,9.9,85.5,50.47,Overcast
"38.8893, -77.0502",5/16/20 13:00,80.8,80.8,80.8,,80.6,0,0,0,11,18,,9.9,63.6,41.55,Partially cloudy
"38.8893, -77.0502",5/16/20 14:00,80.8,80.8,80.8,,80.2,0,0,0,7.7,19,,9.9,52.7,37.06,Partially cloudy
"38.8893, -77.0502",5/16/20 15:00,82.8,82.8,82.8,,81.5,0,0,0,5.9,13,,9.9,52.7,34.3,Partially cloudy
"38.8893, -77.0502",5/16/20 16:00,80.8,80.8,80.8,,80.1,0,0,0,0.9,17,,9.9,52.7,36.13,Partially cloudy
"38.8893, -77.0502",5/16/20 17:00,80.6,80.6,80.6,,80.1,0,0,0,6.9,96,,9.9,52.1,37.15,Partially cloudy
"38.8893, -77.0502",5/16/20 18:00,78,78,78,,,0,0,0,11,110,17.2,9.9,52.1,45.31,Partially cloudy
"38.8893, -77.0502",5/16/20 19:00,76.8,76.8,76.8,,,0,0,0,8.9,102,,9.9,52.1,43.63,Partially cloudy
"38.8893, -77.0502",5/16/20 20:00,73.9,73.9,73.9,,,0,0,0,10.5,96,,9.9,64.8,46.36,Partially cloudy
"38.8893, -77.0502",5/16/20 21:00,70.8,70.8,70.8,,,0,0,0,7.6,59,,9.9,36.8,56.84,Partially cloudy
"38.8893, -77.0502",5/16/20 22:00,70.4,70.4,70.4,,,0,0,0,4.6,29,,9.9,33.1,55.78,Partially cloudy
"38.8893, -77.0502",5/16/20 23:00,68.4,68.4,68.4,,,0,0,0,3.2,157,,9.9,33.1,59.73,Partially cloudy
"38.8893, -77.0502",5/17/20 0:00,66.3,66.3,66.3,,,0,0,0,5.6,164,,9.9,36,73.42,Partially cloudy
"38.8893, -77.0502",5/17/20 1:00,63.7,63.7,63.7,,,0,0,0,6.5,145,,9.9,34.2,78.17,Partially cloudy
"38.8893, -77.0502",5/17/20 2:00,62.5,62.5,62.5,,,0,0,0,3.3,153,,9.9,33.1,78.76,Partially cloudy
"38.8893, -77.0502",5/17/20 3:00,61.7,61.7,61.7,,,0,0,0,0.3,11,,9.9,21.5,75.74,Clear
"38.8893, -77.0502",5/17/20 4:00,60.7,60.7,60.7,,,0,0,0,5.4,67,,9.9,48.3,78.17,Partially cloudy
"38.8893, -77.0502",5/17/20 5:00,60.7,60.7,60.7,,,0,0,0,7.4,58,,9.9,71,78.18,Partially cloudy
"38.8893, -77.0502",5/17/20 6:00,61.7,61.7,61.7,,,0,0,0,6.6,49,,9.9,94,75.47,Overcast
"38.8893, -77.0502",5/17/20 7:00,61.7,61.7,61.7,,,0,0,0,8.6,48,,9.9,90.3,75.62,Overcast
"38.8893, -77.0502",5/17/20 8:00,61.8,61.8,61.8,,,0,0,0,9.9,52,,9.9,91.2,75.5,Overcast
"38.8893, -77.0502",5/17/20 9:00,63.9,63.9,63.9,,,0,0,0,10.7,59,,9.9,100,75.32,Overcast
"38.8893, -77.0502",5/17/20 10:00,64.7,64.7,64.7,,,0,0,0,7,78,,9.9,100,68.26,Overcast
"38.8893, -77.0502",5/17/20 11:00,63.9,63.9,63.9,,,0,0,0,10.9,98,,9.9,63.7,75.29,Partially cloudy
"38.8893, -77.0502",5/17/20 12:00,64.8,64.8,64.8,,,0,0,0,9,82,,9.9,94.1,75.24,Overcast
"38.8893, -77.0502",5/17/20 13:00,65.7,65.7,65.7,,,0,0,0,12.2,91,,9.9,93.6,73.06,Overcast
"38.8893, -77.0502",5/17/20 14:00,66.7,66.7,66.7,,,0,0,0,10.9,97,,9.9,92.1,70.69,Overcast
"38.8893, -77.0502",5/17/20 15:00,66.8,66.8,66.8,,,0,0,0,8.9,109,,9.9,92.1,70.54,Overcast
"38.8893, -77.0502",5/17/20 16:00,67.8,67.8,67.8,,,0,0,0,10.8,108,,9.9,72.8,67.99,Partially cloudy
"38.8893, -77.0502",5/17/20 17:00,67.9,67.9,67.9,,,0,0,0,8.1,100,,9.9,70.9,69.65,Partially cloudy
"38.8893, -77.0502",5/17/20 18:00,67.9,67.9,67.9,,,0,0,0,8,91,,9.9,73.1,65.84,Partially cloudy
"38.8893, -77.0502",5/17/20 19:00,66.7,66.7,66.7,,,0,0,0,8.9,78,,9.9,64.6,67.85,Partially cloudy
"38.8893, -77.0502",5/17/20 20:00,65.8,65.8,65.8,,,0,0,0,9.8,80,,9.9,62.6,68.04,Partially cloudy
"38.8893, -77.0502",5/17/20 21:00,64,64,64,,,0,0,0,7.7,59,,9.9,61.6,69.43,Partially cloudy
"38.8893, -77.0502",5/17/20 22:00,63.8,63.8,63.8,,,0,0,0,6.5,78,,9.9,60.6,67.71,Partially cloudy
"38.8893, -77.0502",5/17/20 23:00,62.8,62.8,62.8,,,0,0,0,8.7,78,,9.9,96.2,67.73,Overcast
"38.8893, -77.0502",5/18/20 0:00,61,61,61,,,0,0,0,8.7,68,,9.9,61.2,70.06,Partially cloudy
"38.8893, -77.0502",5/18/20 1:00,60.9,60.9,60.9,,,0,0,0,7.6,78,,9.9,100,72.25,Overcast
"38.8893, -77.0502",5/18/20 2:00,60,60,60,,,0,0,0,10.9,60,,9.9,100,77.55,Overcast
